StateUniqueIdentifier	AgencyCode	StateAbbreviation	BmpShortname  	GeographyName	AnimalGroup               	LoadSourceGroup            	Amount	Unit        	NReductionFraction	PReductionFraction
beebop               	NONFED    	MD               	AgStormEff    	10003        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51135        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51135        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51135        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51135        	layers                    	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51135        	layers                    	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51135        	layers                    	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51135        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51135        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51135        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51135        	pullets                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51135        	pullets                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51135        	pullets                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51135        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51135        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51135        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51137        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51137        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51137        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51137        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51137        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51137        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51137        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51137        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51137        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51137        	dairy                     	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51137        	dairy                     	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51137        	dairy                     	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51137        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51137        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51137        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51137        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51137        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51137        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51137        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51137        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51137        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51137        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51137        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51137        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51137        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51137        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51137        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51137        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
